Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID
"Waters R.L.","25633419200;","The present",2001,"Public Library Quarterly","19","2",,"37","38",,,"10.1300/J118v19n02_06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024009909&doi=10.1300%2fJ118v19n02_06&partnerID=40&md5=d6b440567a7031edc4bd92c2ec02eda3",,"Waters, R.L.",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85024009909
"Waters R.L.","25633419200;","Editorial",2001,"Public Library Quarterly","19","2",,"1","3",,,"10.1300/J118v19n02_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024007555&doi=10.1300%2fJ118v19n02_01&partnerID=40&md5=7f3e1e1d0a0cb56e83b84ff6d0a352d2",,"Waters, R.L.",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-85024007555
"Waters R.L.","25633419200;","How much do we pay our public library directors? Part 2",2001,"Public Library Quarterly","19","2",,"23","",,,"10.1300/J118v19n02_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023967656&doi=10.1300%2fJ118v19n02_04&partnerID=40&md5=a6286f80380d17655b269329ff079d44",,"Waters, R.L.",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85023967656
"Pittman D.L.","57194896325;","A nickel and dime operation",2001,"Public Library Quarterly","19","2",,"5","9",,1,"10.1300/J118v19n02_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986022619&doi=10.1300%2fJ118v19n02_02&partnerID=40&md5=993fe015006c64db5a2d324d2556ad3a","Champaign Public Library, United States","Pittman, D.L., Champaign Public Library, United States","There are many ways for public libraries to supplement their tax revenues with private funds. One way, guaranteed not to raise big sums of money, but a certain winner with children -and those who are young at heart -is to have a “gimmick” of some kind where all who enter and leave the building must pass by. The author describes such a “gimmick” for her library -one of the busiest on a per capita basis in the country. © 2001 Taylor & Francis Group, LLC.","Additional revenue; Children; Coins; Customers; Wishing well",01616846,,,Article,"Final","",Scopus,2-s2.0-84986022619
"Bao X.-M.","7202850167;","From “book collection house” to open library: New impression of public libraries in shanghai, China",2001,"Public Library Quarterly","19","2",,"25","35",,2,"10.1300/J118v19n02_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887203746&doi=10.1300%2fJ118v19n02_05&partnerID=40&md5=fc4170d3d6b54b8be4f5ecf1cb8ed3ca","Seton Hall University Libraries, 400 South Orange Avenue, South Orange, NJ, 07079-2671, United States","Bao, X.-M., Seton Hall University Libraries, 400 South Orange Avenue, South Orange, NJ, 07079-2671, United States","Shanghai public libraries have experienced rapid development in the last ten years. The city has a network of four levels of public libraries with the Shanghai Library as a world-class model. Shanghai's district/county and street neighborhood/township public libraries, and residential community/village reading rooms play an important role in reaching out to the people. The “Book Collection House” mindset of library professionals has been transformed to that of professionals who believe in user-centered and service-oriented open libraries. © 2001 Taylor & Francis Group, LLC.","Collections; Funding; Library services; Network; Public library; Shanghai",01616846,,,Article,"Final","",Scopus,2-s2.0-84887203746
"Waters R.L.","25633419200;","Editorial",2001,"Public Library Quarterly","19","1",,"1","2",,,"10.1300/J118v19n01_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010629574&doi=10.1300%2fJ118v19n01_01&partnerID=40&md5=aed505c8b6e818e203e5327140d34162","United States","Waters, R.L., United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85010629574
"Winston M.D.","7102752587;","Children's Librarians: A Research Study of Diversity and Leadership",2001,"Public Library Quarterly","19","1",,"23","38",,3,"10.1300/J118v19n01_07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010607960&doi=10.1300%2fJ118v19n01_07&partnerID=40&md5=2ff2c6ab7b190862495105eb8184924c","School of Communication, Information, and Library Studies, Rutgers University, 4 Huntington Street, New Brunswick, NJ, 08901, United States; School of Communication, Information, and Library Studies, Rutgers University, 4 Huntington Street, New Brunswick, NJ, 08901, United States","Winston, M.D., School of Communication, Information, and Library Studies, Rutgers University, 4 Huntington Street, New Brunswick, NJ, 08901, United States, School of Communication, Information, and Library Studies, Rutgers University, 4 Huntington Street, New Brunswick, NJ, 08901, United States","Leadership and diversity are two of the most important and perplexing issues facing those in public libraries. While the literature related to public libraries addresses these issues to a limited extent, this article considers the issues in the context of the specialty of children's librarianship. Librarians with responsibilities for children's services were surveyed regarding their demographic, educational and professional backgrounds, their prior experience in working with children, their career plans, and their professional responsibilities. Particular consideration has been given to issues emerging in this research in relation to diversity and leadership. The results of this study indicate a professional population, characterized by underrepresentation, but with a mix of educational backgrounds. In addition, the respondents have indicated an interest in working with children, even prior to entering the profession and the specialty, and fulfill numerous professional responsibilities related to children's services and reflecting their interest in leadership and career progression. © 2000 by The Haworth Press, Inc. All rights reserved.","Children's services; Diversity; Leadership; Public libraries",01616846,,,Article,"Final","",Scopus,2-s2.0-85010607960
"Hafter N.E.","26031998200;","Naomi E. Hafter",2001,"Public Library Quarterly","19","1",,"49","59",,,"10.1300/J118v19n01_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010602987&doi=10.1300%2fJ118v19n01_10&partnerID=40&md5=5c8e02104fe3710a9421aae5eade1309","United States","Hafter, N.E., United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85010602987
"Krentzin A.","57066985100;","Alex … the librarian",2001,"Public Library Quarterly","19","1",,"61","61",,,"10.1300/J118v19n01_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010602970&doi=10.1300%2fJ118v19n01_11&partnerID=40&md5=9d4d21fac86b451ba9fd46f929edd679","4157 Cooper Street, Royal Oak, MI, 48073, United States","Krentzin, A., 4157 Cooper Street, Royal Oak, MI, 48073, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85010602970
"Westbrook L.","56242958500;","Library research seminar ii - partners and connections: Research and practice, university of Maryland, november 2-3, 2001",2001,"Public Library Quarterly","19","1",,"21","22",,,"10.1300/J118v19n01_06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010572456&doi=10.1300%2fJ118v19n01_06&partnerID=40&md5=873a8b6556c3cc88139795f7fa4774c9","School of Library and Information Studies, Texas Woman�s University, P.O. Box 425432, Denton, TX, 76204, United States","Westbrook, L., School of Library and Information Studies, Texas Woman�s University, P.O. Box 425432, Denton, TX, 76204, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85010572456
"Waters R.L.","25633419200;","How much do we pay our public library directors? Part i",2001,"Public Library Quarterly","19","1",,"47","47",,,"10.1300/J118v19n01_09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010543215&doi=10.1300%2fJ118v19n01_09&partnerID=40&md5=fa9a92df6be46f9b2269d64fbc93d43a","Library Planners and Consultants, Denton, TX, United States; Library Planners and Consultants, Cottonwood, AZ, 86326-5340, United States","Waters, R.L., Library Planners and Consultants, Denton, TX, United States, Library Planners and Consultants, Cottonwood, AZ, 86326-5340, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85010543215
"Krentzin A.","57066985100;","Alex … the librarian",2001,"Public Library Quarterly","19","1",,"19","19",,,"10.1300/J118v19n01_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010540386&doi=10.1300%2fJ118v19n01_05&partnerID=40&md5=caecdaf0488a5a187f6f629df658f786","4157 Cooper Street, Royal Oak, MI, 48073, United States","Krentzin, A., 4157 Cooper Street, Royal Oak, MI, 48073, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85010540386
"Willis K.K.","57193075561;","Adopt-a-Dewey",2001,"Public Library Quarterly","19","1",,"13","17",,,"10.1300/J118v19n01_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010518872&doi=10.1300%2fJ118v19n01_04&partnerID=40&md5=b7feb7ba65c6455dec067b0310509c98","City Librarian, Ojai Library, 111 Ojai Avenue, Ojai, CA, 93023, United States","Willis, K.K., City Librarian, Ojai Library, 111 Ojai Avenue, Ojai, CA, 93023, United States","The Ojai Library, a busy branch of Ventura County Library near Santa Barbara, California, started a program called “Adopt-a-Dewey.” Inspired by the Camden County (NJ) Library's program “Adopt-a-Shelf,” the Ojai Library originated the Adopt-a-Dewey name for the program that enlists volunteers for an hour a week to take a Dewey Decimal section of books to keep in order and lined up neatly. The volunteer-run program filled up in three weeks despite minimal publicity. The implementation of the program at Ojai has boosted the morale of library staff and improved the looks of library shelves, ac-cordingtoKit Willis, City Librarian. © 2000 by The Haworth Press, Inc. All rights reserved.","Publicity; Shelving; Signage; Staff morale; Volunteers",01616846,,,Article,"Final","",Scopus,2-s2.0-85010518872
"Waters R.L.","25633419200;","Bush or gore, gore or bush",2001,"Public Library Quarterly","19","1",,"11","12",,,"10.1300/J118v19n01_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010506457&doi=10.1300%2fJ118v19n01_03&partnerID=40&md5=c6df1b3078ac5fa809950ebc45fe8e8a","Library Planners and Consultants, Denton, TX, United States; Library Planners and Consultants, Cottonwood, AZ, 86326-5340, United States","Waters, R.L., Library Planners and Consultants, Denton, TX, United States, Library Planners and Consultants, Cottonwood, AZ, 86326-5340, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-85010506457
